Date,day,year,year2,DateSPSS,Name,Name2,Record#,TypeofInteraction,FemaleAgeclass,FemaleMotherClass,OffspringClass,ObservedReproductiveStatus,EndocrineStatusHormones,CyclePhaseHormones,ReproductiveStatus,Endo2,Endo3,Endo4,Endo5,Endo6,Endo7,Endo8,Pregnantvs.nonpregnant,E1CmgCr,PDGmgCr,CommentMET,EndorineComment,SocialInteraction,InteractionwithMale,Mating,NearMating,Consortship,ObservationMinutes,FollowType,FollowTypeII,Lengthofmating,PelvicThrusts,Male,MaletypeI,MaleTypeII,MaleTypeIII,MatingTypeExcel,MatingTypePercent,MatingTypePercentII,MatingTypeII,MatingTypeIII,Matingtypequestionable,TotalnonresistantProceptiveandResistanceBehaviors,NonResistantBeforeBehaviors,NonResistantDuringBehaviors,Totalnonresistantbehaviors,NonresistantBehaviors,ProceptiveBehaviors,ProceptiveBehaviors_A,TotalunresistedandProcepetivebehaviors,unresistedandProcepetivebehaviors,ResistantBeforeBehaviors,BeforeBehaviors,ResistantDuringBehaviors,DuringBehaviors,TotalResistantBehaviors,ResistantBehaviors,AttractionBehaviors,Mating01,POP,preg,lact,prime,past,unflanged,included,endomiss
33256,018,91,91.04996577686516,01/18/1991,Beth,Beth,174,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,N,N,N,N,148,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33260,022,91,91.06091718001369,01/22/1991,Beth,Beth,181,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,585.5,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33261,023,91,91.06365503080082,01/23/1991,Beth,Beth,182,Consortship,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,,Y,Y,538,D  found then full day,D, , ,Phil,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0,0,0,1,1,0
33262,024,91,91.06639288158796,01/24/1991,Beth,Beth,184,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,26142,907,,,N,N,N,N,N,0,N  No data,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33292,054,91,91.14852840520192,02/23/1991,Beth,Beth,221,Consortship,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,N,N,Y,160,D  found then full day,D, , ,Male E,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0
33293,055,91,91.15126625598904,02/24/1991,Beth,Beth,223,Consortship,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,,,Y,705,L  late full day,F, , ,Male E,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0
33348,110,91,91.30184804928132,04/20/1991,Beth,Beth,228,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,265,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33349,111,91,91.30458590006845,04/21/1991,Beth,Beth,229,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,216,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33350,112,91,91.30732375085557,04/22/1991,Beth,Beth,230,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,2086844,3493,,,N,N,N,N,N,755,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33351,113,91,91.31006160164272,04/23/1991,Beth,Beth,231,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,760,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33352,114,91,91.31279945242984,04/24/1991,Beth,Beth,232,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,1285050,4334,,,N,N,N,N,N,697,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33353,115,91,91.31553730321697,04/25/1991,Beth,Beth,233,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,664,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33354,116,91,91.31827515400411,04/26/1991,Beth,Beth,234,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,640,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33355,117,91,91.32101300479124,04/27/1991,Beth,Beth,237,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,864713,6619,,,N,N,N,N,N,710,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33356,118,91,91.32375085557837,04/28/1991,Beth,Beth,239,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,805527,12636,,,N,N,N,N,N,713,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33357,119,91,91.32648870636551,04/29/1991,Beth,Beth,241,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,2527993,5154,,,N,N,N,N,N,712,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33358,120,91,91.32922655715264,04/30/1991,Beth,Beth,242,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,905476,7737,,,N,N,N,N,N,701,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33359,121,91,91.33196440793976,05/01/1991,Beth,Beth,243,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,726896,2477,,,N,N,N,N,N,628,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33360,122,91,91.33470225872689,05/02/1991,Beth,Beth,244,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,902247,2466,,,N,N,N,N,N,706,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33361,123,91,91.33744010951403,05/03/1991,Beth,Beth,246,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,759,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33362,124,91,91.34017796030116,05/04/1991,Beth,Beth,248,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,2422062,4930,,,N,N,N,N,N,664,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33363,125,91,91.34291581108829,05/05/1991,Beth,Beth,250,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,676,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33364,126,91,91.34565366187543,05/06/1991,Beth,Beth,251,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,1021425,2168,,,N,N,N,N,N,638,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33365,127,91,91.34839151266256,05/07/1991,Beth,Beth,252,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,791657,1312,,,N,N,N,N,N,630,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33366,128,91,91.35112936344969,05/08/1991,Beth,Beth,253,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,920505,1259,,,N,N,N,N,N,593,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33367,129,91,91.35386721423683,05/09/1991,Beth,Beth,254,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,1550861,1339,,,N,N,N,N,N,608,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33368,130,91,91.35660506502396,05/10/1991,Beth,Beth,255,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,3759572,7356,,,N,N,N,N,N,630,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33369,131,91,91.35934291581108,05/11/1991,Beth,Beth,256,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,3779348,6678,,,N,N,N,N,N,671,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33370,132,91,91.36208076659823,05/12/1991,Beth,Beth,257,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,1509314,3221,,,Y,Y,,,,688,F  full,F, , ,Rob,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0,0,0,1,1,0
33371,133,91,91.36481861738535,05/13/1991,Beth,Beth,258,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,655824,8464,,,N,N,N,N,N,661,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33372,134,91,91.36755646817248,05/14/1991,Beth,Beth,259,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,609,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33373,135,91,91.37029431895962,05/15/1991,Beth,Beth,260,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,756754,1139,,,N,N,N,N,N,630,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33374,136,91,91.37303216974675,05/16/1991,Beth,Beth,261,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,696122,2727,,,N,N,N,N,N,660,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33375,137,91,91.37577002053388,05/17/1991,Beth,Beth,262,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,601607,3730,,,N,N,N,N,N,611,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33376,138,91,91.37850787132102,05/18/1991,Beth,Beth,263,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,668,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33377,139,91,91.38124572210815,05/19/1991,Beth,Beth,264,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,972344,3333,,,N,N,N,N,N,700,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33378,140,91,91.38398357289527,05/20/1991,Beth,Beth,265,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,1821134,1764,,,N,N,N,N,N,702,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33379,141,91,91.3867214236824,05/21/1991,Beth,Beth,266,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,879193,4905,,,N,N,N,N,N,660,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33148,276,90,90.7542778918549,10/03/1990,Evelyn,Evelyn,90,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,Pregnant based on Cks E1c Data,N,N,N,N,N,596,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33149,277,90,90.75701574264203,10/04/1990,Evelyn,Evelyn,91,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,Pregnant based on Cks E1c Data,N,N,N,N,N,698,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33197,325,90,90.88843258042436,11/21/1990,Kate,Kate,134,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,216,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33198,326,90,90.89117043121149,11/22/1990,Kate,Kate,137,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,,N,N,N,740,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33199,327,90,90.89390828199863,11/23/1990,Kate,Kate,139,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,275,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33279,041,91,91.1129363449692,02/10/1991,Kate,Kate,205,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,N,,,,602,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33280,042,91,91.11567419575633,02/11/1991,Kate,Kate,207,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,1312751,4059,,,N,N,N,N,N,597,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33287,049,91,91.13483915126626,02/18/1991,Kate,Kate,213,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,,N,N,N,245,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33288,050,91,91.13757700205339,02/19/1991,Kate,Kate,215,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,716,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33289,051,91,91.14031485284052,02/20/1991,Kate,Kate,218,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,152,H  lost,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33354,116,91,91.31827515400411,04/26/1991,Kate,Kate,235,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,247,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33355,117,91,91.32101300479124,04/27/1991,Kate,Kate,238,,Adult Female,Non-mother,No infant,Pregnant,Pregnant,non-cycling,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant,2106133,4393,,,N,N,N,N,N,758,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
33356,118,91,91.32375085557837,04/28/1991,Kate,Kate,240,,Adult Female,Non-mother,No infant,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,394.5,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35883,089,98,98.24229979466119,03/30/1998,Kate,Kate,2602,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,N,N,N,688,F  full,F, , ,Roman,Flanged,Past Prime,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0,0,1,0,1,0
35884,090,98,98.24503764544832,03/31/1998,Kate,Kate,2603,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,681,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35885,091,98,98.24777549623545,04/01/1998,Kate,Kate,2604,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,685,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35886,092,98,98.25051334702259,04/02/1998,Kate,Kate,2606,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,655,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35892,098,98,98.26694045174538,04/08/1998,Kate,Kate,2611,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,175,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35893,099,98,98.26967830253251,04/09/1998,Kate,Kate,2613,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,632,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35894,100,98,98.27241615331964,04/10/1998,Kate,Kate,2615,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,735,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35895,101,98,98.27515400410678,04/11/1998,Kate,Kate,2616,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,640,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35940,146,98,98.39835728952772,05/26/1998,Kate,Kate,2667,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Missing,,,,, ,,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35974,180,98,98.49144421629022,06/29/1998,Kate,Kate,2722,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,Y,N,N,N,694,D  found then full day,, , ,Raden,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0,1,0,0,1,0
35975,181,98,98.49418206707735,06/30/1998,Kate,Kate,2725,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,610,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
35993,199,98,98.54346338124572,07/18/1998,Kate,Kate,2747,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,574,H  lost,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
36002,208,98,98.5681040383299,07/27/1998,Kate,Kate,2764,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,Y,N,N,N,N,110,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
36003,209,98,98.57084188911705,07/28/1998,Kate,Kate,2767,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,750,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
36004,210,98,98.57357973990418,07/29/1998,Kate,Kate,2770,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,789,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
36005,211,98,98.5763175906913,07/30/1998,Kate,Kate,2773,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,680,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
36006,212,98,98.57905544147845,07/31/1998,Kate,Kate,2775,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,740,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
36024,230,98,98.62833675564681,08/18/1998,Kate,Kate,2780,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,172,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
36025,231,98,98.63107460643396,08/19/1998,Kate,Kate,2782,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,710,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
36026,232,98,98.63381245722108,08/20/1998,Kate,Kate,2783,,Adult Female,Mother,Over 4 yrs,Pregnant,,,Pregnant,non-cycling,Pregnant,Pregnant,Pregnant,Pregnant,non-POP,Pregnant,Pregnant, , ,,,N,N,N,N,N,660,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,1,0, , , ,0,0
