Date,day,year,year2,DateSPSS,Name,Name2,Record#,TypeofInteraction,FemaleAgeclass,FemaleMotherClass,OffspringClass,ObservedReproductiveStatus,EndocrineStatusHormones,CyclePhaseHormones,ReproductiveStatus,Endo2,Endo3,Endo4,Endo5,Endo6,Endo7,Endo8,Pregnantvs.nonpregnant,E1CmgCr,PDGmgCr,CommentMET,EndorineComment,SocialInteraction,InteractionwithMale,Mating,NearMating,Consortship,ObservationMinutes,FollowType,FollowTypeII,Lengthofmating,PelvicThrusts,Male,MaletypeI,MaleTypeII,MaleTypeIII,MatingTypeExcel,MatingTypePercent,MatingTypePercentII,MatingTypeII,MatingTypeIII,Matingtypequestionable,TotalnonresistantProceptiveandResistanceBehaviors,NonResistantBeforeBehaviors,NonResistantDuringBehaviors,Totalnonresistantbehaviors,NonresistantBehaviors,ProceptiveBehaviors,ProceptiveBehaviors_A,TotalunresistedandProcepetivebehaviors,unresistedandProcepetivebehaviors,ResistantBeforeBehaviors,BeforeBehaviors,ResistantDuringBehaviors,DuringBehaviors,TotalResistantBehaviors,ResistantBehaviors,AttractionBehaviors,Mating01,POP,preg,lact,prime,past,unflanged,included,endomiss
34373,040,94,94.10814510609171,02/09/1994,Elizabeth,Elizabeth,933,Encounter,Adult Female,Mother,Inf no juv,L4,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,7345,1275,,,Y,Y,N,N,N,852,F  full,F, , ,Male,No data,No data,No Data,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
34374,041,94,94.11088295687885,02/10/1994,Elizabeth,Elizabeth,934,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,772,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34375,042,94,94.11362080766598,02/11/1994,Elizabeth,Elizabeth,936,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,808,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34376,043,94,94.11635865845311,02/12/1994,Elizabeth,Elizabeth,938,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,752,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34377,044,94,94.11909650924025,02/13/1994,Elizabeth,Elizabeth,939,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,745,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34378,045,94,94.12183436002738,02/14/1994,Elizabeth,Elizabeth,940,,Adult Female,Mother,Inf no juv,L4,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,13394,413,,,N,N,N,N,N,747,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
34379,046,94,94.1245722108145,02/15/1994,Elizabeth,Elizabeth,941,Consortship,Adult Female,Mother,Inf no juv,L4,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,5757,558,,,Y,Y,N,N,Y,800,F  full,F, , ,Flanged Male,Flanged,No Data,No Data,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
34380,047,94,94.12731006160165,02/16/1994,Elizabeth,Elizabeth,942,,Adult Female,Mother,Inf no juv,L4,,,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg, , ,,,Y,Y,N,N,don't know,719,F  full,F, , ,Jari Manis,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,0
34381,048,94,94.13004791238878,02/17/1994,Elizabeth,Elizabeth,943,,Adult Female,Mother,Inf no juv,L4,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,14161,418,,,N,N,N,N,N,465,H  lost,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
34384,051,94,94.13826146475017,02/20/1994,Elizabeth,Elizabeth,944,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,563,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34385,052,94,94.1409993155373,02/21/1994,Elizabeth,Elizabeth,946,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,760,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34386,053,94,94.14373716632444,02/22/1994,Elizabeth,Elizabeth,947,,Adult Female,Mother,Inf no juv,L4,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,9038,395,,,N,N,N,N,N,716,L  late full day,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
34387,054,94,94.14647501711157,02/23/1994,Elizabeth,Elizabeth,949,,Adult Female,Mother,Inf no juv,L4,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,18685,268,,,Y,N,N,N,N,820,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
34388,055,94,94.1492128678987,02/24/1994,Elizabeth,Elizabeth,951,,Adult Female,Mother,Inf no juv,L4,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,6088,339,,,Y,N,N,N,N,757,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
34389,056,94,94.15195071868582,02/25/1994,Elizabeth,Elizabeth,953,,Adult Female,Mother,Inf no juv,L4,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,6858,1177,,,Y,Y,N,N,N,567,H  lost,, , ,Jari Manis,Flanged,Prime Male,Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,0
34399,066,94,94.17932922655716,03/07/1994,Elizabeth,Elizabeth,963,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,265,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34400,067,94,94.18206707734429,03/08/1994,Elizabeth,Elizabeth,964,,Adult Female,Mother,Inf no juv,L4,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,9904,2782,looks like luteal just ending,,N,N,N,N,N,642,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
34401,068,94,94.18480492813141,03/09/1994,Elizabeth,Elizabeth,965,,Adult Female,Mother,Inf no juv,L4,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,7549,1192,looks like luteal just ending,,N,N,N,N,N,666,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
34402,069,94,94.18754277891856,03/10/1994,Elizabeth,Elizabeth,966,,Adult Female,Mother,Inf no juv,L4,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,6356,835,looks like luteal just ending,,Maybe,N,N,N,N,776,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
34403,070,94,94.19028062970568,03/11/1994,Elizabeth,Elizabeth,968,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,,N,N,N,770,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34404,071,94,94.19301848049281,03/12/1994,Elizabeth,Elizabeth,970,,Adult Female,Mother,Inf no juv,L4,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,5684,649,,,Y,Y,N,N,N,734,F  full,F, , ,Flanged Male,Flanged,No Data,No Data,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34408,075,94,94.20396988364134,03/16/1994,Elizabeth,Elizabeth,972,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,343,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34409,076,94,94.20670773442848,03/17/1994,Elizabeth,Elizabeth,973,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,785,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34416,083,94,94.2258726899384,03/24/1994,Elizabeth,Elizabeth,979,,Adult Female,Mother,Inf no juv,L4,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,10884,1703,,,Y,N,N,N,N,670,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34417,084,94,94.22861054072553,03/25/1994,Elizabeth,Elizabeth,982,,Adult Female,Mother,Inf no juv,L4,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,11337,351,,,Y,N,N,N,N,750,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34418,085,94,94.23134839151267,03/26/1994,Elizabeth,Elizabeth,986,,Adult Female,Mother,Inf no juv,L4,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,27930,36624,,,Y,N,N,N,N,653,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34419,086,94,94.2340862422998,03/27/1994,Elizabeth,Elizabeth,990,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,811,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34420,087,94,94.23682409308692,03/28/1994,Elizabeth,Elizabeth,994,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,800,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34421,088,94,94.23956194387407,03/29/1994,Elizabeth,Elizabeth,998,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,775,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34422,089,94,94.24229979466119,03/30/1994,Elizabeth,Elizabeth,1002,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,685,F  full,F, , ,Roman,Flanged,Past Prime,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,1,1
34423,090,94,94.24503764544832,03/31/1994,Elizabeth,Elizabeth,1006,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,625,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34424,091,94,94.24777549623545,04/01/1994,Elizabeth,Elizabeth,1009,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,637,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34425,092,94,94.25051334702259,04/02/1994,Elizabeth,Elizabeth,1012,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,765,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34426,093,94,94.25325119780972,04/03/1994,Elizabeth,Elizabeth,1015,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,N,N,N,N,775,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34447,114,94,94.3107460643395,04/24/1994,Elizabeth,Elizabeth,1022,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,670,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34456,123,94,94.33538672142369,05/03/1994,Elizabeth,Elizabeth,1042,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,350,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34457,124,94,94.33812457221082,05/04/1994,Elizabeth,Elizabeth,1044,,Adult Female,Mother,Inf no juv,L4,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,680,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34458,125,94,94.34086242299794,05/05/1994,Elizabeth,Elizabeth,1046,,Adult Female,Mother,Inf no juv,L4,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,57017,3992,looks like luteal just ending,,N,N,N,N,N,705,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
34459,126,94,94.34360027378509,05/06/1994,Elizabeth,Elizabeth,1048,,Adult Female,Mother,Inf no juv,L4,,,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg, , ,,,N,N,N,N,N,668,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
34460,127,94,94.34633812457221,05/07/1994,Elizabeth,Elizabeth,1050,,Adult Female,Mother,Inf no juv,L4,cycling,non-pop,Cycling,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,non-POP,Non-Preg,9434,739,looks like luteal just ending,,N,N,N,N,N,653,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,0
34517,184,94,94.50239561943874,07/03/1994,Elizabeth,Elizabeth,1149,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,372,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34518,185,94,94.50513347022587,07/04/1994,Elizabeth,Elizabeth,1152,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,670,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34519,186,94,94.507871321013,07/05/1994,Elizabeth,Elizabeth,1155,,Adult Female,Mother,Over 4 yrs,L5,cycling,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,3417,1428,,,N,N,N,N,N,650,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34340,007,94,94.01779603011636,01/07/1994,Elizabeth,Elizabeth,2857,Consortship,Adult Female,Mother,Inf no juv,L4,,,Cycling,non-POP,Cycling,POP,POP,Near-POP,POP,non-POP,Non-Preg, , ,,"High P 6 Jan-16 Jan, no data when E peak occurred, looks just after ovulation",Y,Y,Y,N,Y,785,L  late full day,F, , ,UML07Jan98,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,0
33273,035,91,91.0965092402464,02/04/1991,Emilia Kontessa,Emilia Kontessa,197,,Adult Female,Non-mother,No infant,Unknown,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,778,F  full,F, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33279,041,91,91.1129363449692,02/10/1991,Emilia Kontessa,Emilia Kontessa,204,,Adult Female,Non-mother,No infant,Unknown,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,266,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33281,043,91,91.11841204654347,02/12/1991,Emilia Kontessa,Emilia Kontessa,208,,Adult Female,Non-mother,No infant,Unknown,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,520,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33282,044,91,91.1211498973306,02/13/1991,Emilia Kontessa,Emilia Kontessa,209,,Adult Female,Non-mother,No infant,Unknown,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,115,N  No data,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33147,275,90,90.75154004106776,10/02/1990,Evelyn,Evelyn,89,,Adult Female,Non-mother,No infant,Pregnant,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,330,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
35284,220,96,96.60232717316906,08/07/1996,Falsa,Falsa,2119,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,194,H  lost,, , ,Julio,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
34034,066,93,93.18001368925394,03/07/1993,Female  V,Female  V,559,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,,,,,,391,P  found and lost,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33272,034,91,91.09377138945928,02/03/1991,Female 10,Female 10,196,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,420,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33140,268,90,90.73237508555783,09/25/1990,Female 4,Female 4,86,,Adult Female,Mother,Over 4 yrs,L6,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,,,Y,37,P  found and lost,P, , ,Male (no info on type),No data,No data,No Data,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33149,277,90,90.75701574264203,10/04/1990,Female 5,Female 5,92,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,239,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33160,288,90,90.78713210130049,10/15/1990,Female 7,Female 7,95,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,314,P  found and lost,P, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33160,288,90,90.78713210130049,10/15/1990,Female 8,Female 8,96,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,315,P  found and lost,P, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33162,290,90,90.79260780287474,10/17/1990,Female 9,Female 9,98,,Adult Female,Non-mother,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,95,P  found and lost,P, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33250,012,91,91.03353867214237,01/12/1991,Female B,Female B,170,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,76,P  found and lost,P, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33252,014,91,91.03901437371663,01/14/1991,Female C,Female C,171,,Adult Female,Non-mother,Over 4 yrs,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,,,,250,D  found then full day,D, , ,Unflanged male,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
33180,308,90,90.84188911704312,11/04/1990,Female L,Female L,114,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,239,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33181,309,90,90.84462696783025,11/05/1990,Female L,Female L,117,,Adult Female,Non-mother,No infant,Cycling,Cycling maybe,Not sure,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg,11787,171,,,N,N,N,N,N,398,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33227,355,90,90.97056810403834,12/21/1990,Female M,Female M,155,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,,Y,,335,D  found then full day,D, , ,Flanged Male,Flanged,No Data,No Data,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33228,356,90,90.97330595482546,12/22/1990,Female M,Female M,156,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,727,F  full,F, , ,Male,No Data,No Data,No Data,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33229,357,90,90.97604380561259,12/23/1990,Female M,Female M,157,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,N,N,N,571,P  found and lost,P, , ,Male,No Data,No Data,No Data,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33227,355,90,90.97056810403834,12/21/1990,Female M,Female M,2863,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,,Y,,335,D  found then full day,D, , ,Flanged Male,Flanged,No Data,No Data,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33188,316,90,90.86379192334017,11/12/1990,Female P,Female P,131,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,,,,130,D  found then full day,D, , ,Subadult P,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
33189,317,90,90.86652977412732,11/13/1990,Female P,Female P,132,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,Y,,,,666,F  full,F, , ,Subadult P,Unflanged,Unflanged,Non-Prime,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,1,1
33190,318,90,90.86926762491444,11/14/1990,Female P,Female P,133,,Adult Female,Non-mother,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,231,H  lost,H, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
33801,198,92,92.54209445585215,07/16/1992,Female R,Female R,404,,Adol Female,Adol Female,No infant,Cycling,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,500,D  found then full day,D, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34019,051,93,93.13894592744695,02/20/1993,Female U,Female U,555,,Adol Female,Adol Female,No infant,N,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,234,H  lost,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34037,069,93,93.18822724161534,03/10/1993,Female W,Female W,561,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,485,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34038,070,93,93.19096509240246,03/11/1993,Female W,Female W,563,,Adol Female,Adol Female,No infant,,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,N,N,N,N,N,0,N  No data,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
34056,088,93,93.24024640657085,03/29/1993,Female Z,Female Z,577,,Adult Female,Mother,Over 4 yrs,L5,,,Cycling,Cycling,Cycling,Cycling,Cycling,No Data,No Data,No Data,Non-Preg, , ,,,Y,C,,,,73,D  found then full day,, , ,,,,,,,,,,, , , , , , , , , , , , , , , , ,0,0,0,0, , , ,0,1
